"Geolocation","Commodity","year","month","price","date"
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"August",18.71,2011-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"September",17.3,2011-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"October",17.04,2011-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"November",16.51,2011-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"December",17.23,2011-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"Annual",17.02,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"January",18.45,2012-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"February",17.03,2012-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"March",16.99,2012-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"April",16.22,2012-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"May",16.29,2012-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"June",17.13,2012-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"July",17.81,2012-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"August",17.09,2012-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"September",13.26,2012-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"October",16.81,2012-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"November",17.26,2012-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"December",17.38,2012-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"Annual",16.81,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"January",17.87,2013-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"February",16.89,2013-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"March",16.9,2013-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"April",16.87,2013-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"May",17.1,2013-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"June",17.97,2013-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"July",18.37,2013-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"August",18.48,2013-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"September",18.69,2013-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"October",18.77,2013-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"November",19.44,2013-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"December",19.98,2013-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"Annual",18.11,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"January",21.29,2014-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"February",22.76,2014-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"March",22.96,2014-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"April",20.21,2014-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"May",21.09,2014-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"June",22.42,2014-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"July",22.58,2014-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"August",23.53,2014-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"September",23.23,2014-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"October",21.43,2014-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"November",19.68,2014-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"December",18.77,2014-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"Annual",21.66,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"January",19.45,2015-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"February",18.14,2015-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"March",18.52,2015-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"April",17.05,2015-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"May",17.59,2015-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"June",18.84,2015-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"July",17.86,2015-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"August",17.99,2015-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"September",16.91,2015-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"October",16.21,2015-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"November",17.13,2015-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"December",16.61,2015-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"Annual",17.69,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"January",18.49,2016-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"February",17.54,2016-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"March",17.63,2016-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"April",16.31,2016-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"May",16.41,2016-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"June",16.84,2016-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"July",17.8,2016-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"August",18.74,2016-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"September",18.78,2016-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"October",16.78,2016-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"November",16.42,2016-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"December",16.88,2016-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"Annual",17.39,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"January",17.3,2017-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"February",19.19,2017-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"March",18.11,2017-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"April",18.05,2017-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"May",18.6,2017-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"June",18.19,2017-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"July",18.14,2017-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"August",18.71,2017-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"September",16.92,2017-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"October",17.01,2017-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"November",16.45,2017-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"December",17.42,2017-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"Annual",17.84,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"January",18.48,2018-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"February",18.76,2018-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"March",20.82,2018-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"April",20.87,2018-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"May",20.94,2018-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"June",21.13,2018-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"July",21.37,2018-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"August",22.41,2018-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"September",21.52,2018-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"October",19.04,2018-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"November",18.78,2018-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"December",18.62,2018-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"Annual",20.23,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"January",17.61,2019-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"February",16.96,2019-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"March",15.55,2019-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"April",17.31,2019-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"May",13.64,2019-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"June",13.75,2019-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"July",16.6,2019-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"August",14.61,2019-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"September",15.87,2019-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"October",15.69,2019-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"November",15.46,2019-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"December",15.82,2019-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"Annual",15.74,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"January",15.9,2020-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"February",17.88,2020-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"March",19.08,2020-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"April",19.34,2020-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"May",19.65,2020-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"June",17.3,2020-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"July",19.01,2020-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"August",16.24,2020-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"September",13.75,2020-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"October",12.63,2020-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"November",14.54,2020-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"December",15.82,2020-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"Annual",16.76,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"January",18.54,2021-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"February",18.54,2021-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"March",17.65,2021-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"April",16.9,2021-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"May",17.49,2021-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"June",17.3,2021-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"July",16.45,2021-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"August",16.67,2021-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"September",16.84,2021-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"October",15.32,2021-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"November",16.33,2021-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"December",16.95,2021-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"Annual",17.08,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"January",16.55,2022-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"February",17.41,2022-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"March",17.22,2022-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"April",17.17,2022-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"May",16.88,2022-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"June",16.28,2022-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"July",16.44,2022-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"August",16.35,2022-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"September",16.56,2022-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"October",17.29,2022-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"November",16.57,2022-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"December",18.04,2022-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"Annual",16.9,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"January",18.24,2023-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"February",17.6,2023-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"March",18.37,2023-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"April",18.94,2023-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"May",19.02,2023-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"June",19.93,2023-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"July",20.99,2023-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"August",31.69,2023-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"September",21.64,2023-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"October",19.51,2023-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"November",21.45,2023-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"December",23.13,2023-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"Annual",20.88,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"January",28.97,2024-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"February",24.02,2024-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"March",22.53,2024-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"April",25,2024-04-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"May",25.08,2024-05-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"June",24.48,2024-06-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"July",21.06,2024-07-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"August",20.69,2024-08-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"September",19.12,2024-09-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"October",17.53,2024-10-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"November",22.4,2024-11-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"December",23.37,2024-12-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"Annual",22.85,NA
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"January",20.6,2025-01-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"February",19.61,2025-02-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"March",16.75,2025-03-01
"....Pampanga","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"April",16.73,2025-04-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"January",15.3,2010-01-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"February",17.06,2010-02-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"March",16.44,2010-03-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"April",15.5,2010-04-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"May",16.03,2010-05-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"June",16.67,2010-06-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"July",15.33,2010-07-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"August",15.53,2010-08-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"September",14.73,2010-09-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"October",15.05,2010-10-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"November",15.28,2010-11-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"December",16.43,2010-12-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"Annual",15.78,NA
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"January",15.92,2011-01-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"February",16.44,2011-02-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"March",17.08,2011-03-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"April",16.27,2011-04-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"May",17.03,2011-05-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"June",16.64,2011-06-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"July",17.99,2011-07-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"August",17.83,2011-08-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"September",16.26,2011-09-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"October",15.54,2011-10-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"November",18.36,2011-11-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"December",17.82,2011-12-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"Annual",16.93,NA
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"January",17.56,2012-01-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"February",17.26,2012-02-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"March",17.67,2012-03-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"April",16.53,2012-04-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"May",16.09,2012-05-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"June",17.47,2012-06-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"July",17.78,2012-07-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"August",18.4,2012-08-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"September",17.07,2012-09-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"October",18.41,2012-10-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"November",17.16,2012-11-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"December",17.87,2012-12-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"Annual",17.44,NA
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"January",16.98,2013-01-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"February",17.16,2013-02-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"March",16.84,2013-03-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"April",17.3,2013-04-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"May",17.16,2013-05-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"June",17.56,2013-06-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"July",18.94,2013-07-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"August",20.18,2013-08-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"September",19.12,2013-09-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"October",19.07,2013-10-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"November",21.32,2013-11-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"December",20.01,2013-12-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"Annual",18.47,NA
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"January",20,2014-01-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"February",21.61,2014-02-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"March",23,2014-03-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"April",23.67,2014-04-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"May",22.55,2014-05-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"June",22.36,2014-06-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"July",22.33,2014-07-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"August",23.14,2014-08-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"September",22.42,2014-09-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"October",20.9,2014-10-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"November",21.65,2014-11-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"December",19.51,2014-12-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"Annual",21.93,NA
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"January",18.64,2015-01-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"February",17.51,2015-02-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"March",18.75,2015-03-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"April",18.31,2015-04-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"May",17.95,2015-05-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"June",18.61,2015-06-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"July",18.96,2015-07-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"August",19,2015-08-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"September",18.65,2015-09-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"October",17.62,2015-10-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"November",17.34,2015-11-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"December",17.63,2015-12-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"Annual",18.25,NA
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"January",17.42,2016-01-01
"....Tarlac","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"February",16.27,2016-02-01
